RespondentID,Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Datascientist,Database administrator,Desktop applications developer,Developer with stats/math background,DevOps,Embedded developer,Graphic designer,Graphics programming,Machine learning specialist,Mobile developer,Quality assurance engineer,Systems administrator,Web developer,    
21184,United States,6.00E+04,1,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
21195,United States,5.00E+04,5,0,1,100,Not remote,8,0,1,1,0,0,0,0,0,0,1,0,1,1,
21209,United States,1.25E+05,6,0,1,1.00E+04,Not remote,9,0,1,0,0,1,0,0,0,0,0,0,1,1,
21210,United States,1.28E+05,9,1,1,5.00E+03,Not remote,7,0,0,0,0,0,0,0,0,1,1,0,0,1,
21245,United States,1.18E+05,9,0,1,5.00E+03,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1,
21247,United States,1.35E+05,20,1,0,1,Remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1,
21249,United States,1.20E+05,12,0,0,10,Not remote,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
21251,Canada,47348.48485,4,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
21253,Germany,64516.12903,6,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
21258,United Kingdom,37500,2,0,1,5.00E+03,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
21271,Canada,132575.7576,4,1,1,1.00E+04,Remote,9,0,0,0,0,0,0,1,0,0,1,0,0,1,
21273,United States,1.00E+05,8,1,1,20,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
21280,United States,6.10E+04,2,1,1,1.00E+04,Not remote,8,0,1,1,1,0,0,0,0,0,0,0,0,1,
21282,United States,8.00E+04,2,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
21285,United States,5.50E+04,1,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
21293,United States,1.45E+05,20,0,1,20,Remote,8,0,1,0,0,1,0,0,0,0,0,1,1,1,
21300,United States,1.40E+05,19,0,0,1.00E+04,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0,
21308,Canada,44121.21212,3,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
21318,United States,1.01E+05,14,0,1,1.00E+04,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1,
21321,United Kingdom,43750,5,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1,
21328,United States,1.05E+05,19,1,0,1.00E+03,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,1,
21331,United States,5.00E+04,14,0,0,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
21333,United States,7.60E+04,1,0,1,1.00E+03,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
21334,United States,9.50E+04,1,1,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
21339,United States,4.10E+04,1,0,1,5.00E+03,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1,
21341,United States,1.10E+05,4,0,1,1.00E+04,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
21361,United States,1.02E+05,20,0,1,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
21362,United States,8.20E+04,4,0,1,1.00E+03,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0,
21373,Canada,55303.0303,19,1,1,100,Not remote,1,0,0,1,0,0,0,0,0,0,0,0,0,1,
21375,United States,1.29E+05,4,1,1,1.00E+04,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,0,0,
21376,Germany,82580.64516,9,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
21377,United States,6.50E+04,2,0,0,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
21392,United States,1.50E+05,7,0,1,1.00E+04,Not remote,9,1,0,1,0,0,0,0,1,1,1,0,0,1,
21399,Germany,55913.97849,8,0,0,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
21407,United Kingdom,28750,1,1,1,1,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
21431,United States,1.11E+05,9,0,0,20,Not remote,5,1,0,0,1,0,0,0,0,1,0,0,0,1,
21435,Germany,43010.75269,3,1,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1,
21446,United States,75500,11,0,0,1.00E+03,Not remote,2,0,0,1,0,0,0,0,0,0,0,0,0,0,
21449,United States,1.50E+05,5,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
21459,United States,9.30E+04,7,1,1,20,Remote,8,0,0,0,0,0,0,0,1,0,0,0,0,1,
21461,United Kingdom,37500,20,0,1,1,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0,
21471,United States,1.20E+05,19,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1,
21472,United States,1.72E+05,20,0,1,1.00E+04,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
21476,United Kingdom,43750,4,0,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
21478,United Kingdom,56250,7,0,1,1.00E+03,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
21479,United States,1.32E+05,15,0,0,20,Remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1,
21483,United Kingdom,37500,4,1,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0,
21487,United Kingdom,33750,1,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
21499,United States,1.10E+05,3,0,1,1.00E+04,Not remote,8,1,1,1,0,0,0,0,0,0,0,0,1,0,
21500,United States,6.00E+04,6,0,1,20,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,1,
21508,United States,1.50E+05,8,1,1,1,Not remote,8,0,0,1,0,1,0,0,0,0,0,0,0,1,
21513,United States,5.50E+04,1,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1,
21516,United States,9.50E+04,1,1,1,10,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1,
21526,United States,6.00E+04,2,0,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
21527,Germany,32258.06452,2,1,1,100,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1,
21540,United States,6.60E+04,2,0,1,100,Not remote,9,1,0,1,1,1,0,1,0,0,0,0,0,1,
21543,United States,1.20E+05,4,0,0,1.00E+04,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,1,
21548,United Kingdom,8.50E+04,4,1,1,1.00E+04,Not remote,10,0,1,0,0,0,0,0,0,0,0,1,0,1,
21555,United States,5.50E+04,4,0,1,10,Not remote,5,0,1,0,0,0,0,0,0,0,0,0,0,1,
21568,India,14682.13185,2,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
21575,United States,5.00E+04,2,0,0,1.00E+04,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
21576,United States,8.70E+04,4,0,1,1.00E+04,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0,
21579,Canada,50757.57576,3,0,1,500,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0,
21590,United States,8.90E+04,6,1,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1,
21597,United States,1.35E+05,3,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
21609,United States,1.24E+05,11,0,0,1.00E+03,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,0,1,
21624,Canada,45454.54545,5,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
21634,Canada,106060.6061,20,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
21636,United Kingdom,87500,9,1,1,1.00E+04,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1,
21641,Canada,39393.93939,2,0,1,1.00E+03,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1,
21652,Canada,68181.81818,15,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
21661,United States,8.00E+04,9,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1,
21662,United States,1.15E+05,5,1,1,20,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,1,
21692,Germany,64516.12903,3,0,1,1.00E+04,Not remote,10,0,0,0,0,0,1,0,0,0,1,0,0,0,
21702,United States,71500,3,0,0,20,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0,
21705,United States,7.50E+04,3,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
21710,Canada,64393.93939,5,0,0,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
21716,United States,1.05E+05,9,1,1,100,Remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1,
21728,United States,1.34E+05,1,0,1,1.00E+04,Not remote,8,0,0,0,0,0,1,0,0,0,1,0,0,1,
21729,United States,4.90E+04,2,0,1,20,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,0,
21762,India,25693.73073,14,0,1,1.00E+04,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1,
21764,India,4698.282191,2,0,0,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
21777,India,7047.423286,0,1,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1,
21794,India,2114.226986,0,0,1,20,Not remote,10,0,0,0,0,0,0,1,1,0,1,0,0,0,
21802,India,2936.426369,1,1,1,500,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,0,
21808,Germany,40860.21505,14,0,0,1,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1,
21845,Germany,48387.09677,15,1,1,100,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1,
21850,India,10277.49229,3,1,1,100,Not remote,8,0,0,0,0,0,0,1,0,0,1,0,0,1,
21857,India,22023.19777,1,0,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
21860,India,1761.855821,2,0,1,10,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
21875,United States,1.50E+05,4,1,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0,
21889,Germany,42030.10753,1,0,0,100,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,1,
21897,United Kingdom,3.00E+04,2,0,1,20,Not remote,7,0,0,1,0,1,1,0,0,0,0,0,1,0,
21907,Germany,3225.806452,2,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1,
21917,India,7341.065923,3,0,1,10,Remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1,
21920,Germany,64516.12903,9,0,0,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0,
21926,Germany,51612.90323,4,1,1,100,Not remote,7,0,0,0,0,0,0,0,1,0,0,0,0,0,
21935,India,8809.279107,3,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1,
21999,United Kingdom,1.50E+04,1,0,0,1,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
22000,India,14682.13185,5,0,0,1.00E+03,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,0,0,
22008,India,2657.465864,1,1,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
22009,United Kingdom,72500,16,0,1,20,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0,
22047,United Kingdom,48625,1,0,0,5.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
22060,Germany,75268.8172,12,1,1,1.00E+03,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
22062,India,5138.746146,3,1,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
22072,United Kingdom,5.00E+04,4,0,0,10,Not remote,7,0,1,0,0,0,1,0,0,0,0,0,0,1,
22073,United Kingdom,41875,4,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
22089,Germany,62365.5914,5,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0,
22091,Germany,69892.47312,4,1,1,100,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,1,
22104,India,2642.783732,1,0,1,1,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1,
22122,Germany,52903.22581,4,0,1,500,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1,
22146,Canada,85416.66667,20,0,1,20,Remote,10,0,0,1,0,0,0,0,0,0,0,0,0,0,
22178,United Kingdom,56250,4,0,0,100,Not remote,9,0,0,1,0,1,1,0,0,0,0,0,0,1,
22222,Canada,42651.51515,2,0,0,5.00E+03,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,1,0,
22224,India,8075.172515,4,0,0,20,Remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0,
22227,Germany,69892.47312,9,0,0,1.00E+03,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
22231,Germany,56989.24731,3,0,1,1.00E+04,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
22234,Germany,35483.87097,5,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
22245,United States,1.80E+05,20,1,1,1,Not remote,10,0,1,0,1,1,1,0,0,0,0,0,1,1,
22251,United Kingdom,62500,5,0,0,100,Not remote,8,0,0,0,0,1,0,0,0,0,0,1,1,1,
22259,United Kingdom,26875,1,0,1,1.00E+03,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0,
22262,United Kingdom,26250,3,1,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
22275,Germany,43010.75269,3,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0,
22284,United States,1.08E+05,11,1,1,5.00E+03,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
22298,United States,1.03E+05,20,0,0,1.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
22301,Germany,64516.12903,14,0,1,500,Not remote,8,0,1,1,0,1,0,0,0,0,0,0,0,0,
22302,Germany,3225.806452,2,1,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1,
22318,United States,1.90E+05,16,0,0,5.00E+03,Not remote,9,0,1,0,0,1,0,0,0,0,1,0,1,1,
22338,Germany,118279.5699,9,1,1,1.00E+04,Not remote,4,1,0,0,0,0,0,0,0,1,0,0,0,0,
22339,India,13213.91866,10,1,1,100,Not remote,6,0,0,1,1,0,0,0,0,0,0,0,0,1,
22355,Germany,45161.29032,2,0,1,100,Not remote,9,0,0,1,0,0,0,0,0,1,0,0,1,0,
22372,Germany,38709.67742,3,0,1,10,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1,
22375,India,2114.226986,1,1,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0,
22399,United States,8.50E+04,3,1,1,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0,
22406,United Kingdom,51250,2,0,1,20,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0,
22412,Germany,69892.47312,10,0,1,1,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1,
22414,Germany,53763.44086,5,0,1,1.00E+04,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0,
22419,Germany,48387.09677,6,0,1,1.00E+04,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
22431,Germany,91397.84946,8,0,1,20,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,0,1,
22435,United States,1.40E+05,14,0,1,1.00E+03,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,1,
22438,United Kingdom,62500,9,0,1,1.00E+03,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
22447,United Kingdom,46875,2,0,0,100,Not remote,6,0,1,0,0,0,0,0,0,0,0,0,0,1,
22455,United States,5.00E+04,2,0,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
22462,United States,1.10E+05,17,1,1,1.00E+04,Not remote,8,0,0,1,0,0,1,0,0,0,1,0,0,1,
22466,United States,5.30E+04,9,0,1,500,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
22472,United States,1.20E+05,14,0,1,10,Not remote,6,0,0,1,0,0,0,1,0,0,0,0,0,1,
22474,Germany,62365.5914,4,0,1,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
22488,Germany,74193.54839,10,0,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
22489,United States,1.70E+05,10,0,0,100,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,1,
22510,Canada,71969.69697,10,1,0,1.00E+03,Not remote,8,1,0,1,0,0,0,0,0,0,0,0,0,1,
22515,United States,6.00E+04,2,1,1,100,Remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1,
22528,United Kingdom,37500,0,0,0,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
22530,United States,1.35E+05,20,0,1,1.00E+04,Not remote,9,0,0,1,1,0,1,0,0,0,0,0,0,0,
22545,United Kingdom,31250,1,0,0,20,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,0,0,
22561,United Kingdom,4.00E+04,3,0,1,20,Not remote,7,0,0,0,0,0,0,1,0,0,0,0,0,1,
22566,United Kingdom,43750,5,1,1,20,Not remote,7,0,0,0,0,0,1,0,0,0,1,0,1,1,
22581,Germany,3333.333333,14,1,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
22585,Canada,45454.54545,1,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
22606,United States,7.00E+04,5,0,0,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0,
22612,United Kingdom,4.00E+04,5,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
22619,United States,9.00E+04,3,1,1,100,Not remote,9,0,0,0,0,0,1,0,0,1,1,0,0,0,
22622,United Kingdom,87500,12,1,1,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1,
22623,Germany,51612.90323,5,0,0,20,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1,
22627,United Kingdom,52500,2,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0,
22630,United States,6.50E+04,14,1,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
22635,Germany,46451.6129,5,0,1,10,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1,
22667,United Kingdom,40400,9,0,1,1.00E+03,Not remote,6,0,0,1,0,0,0,0,1,0,1,0,1,1,
22668,United States,9.00E+04,9,0,0,100,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1,
22694,United Kingdom,2.00E+04,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
22708,United Kingdom,42500,7,0,1,100,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0,
22716,Germany,64516.12903,15,0,1,20,Not remote,9,1,0,0,1,1,0,0,0,0,0,1,0,0,
22721,United States,6.00E+04,2,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
22724,United States,6.50E+04,3,1,1,20,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
22733,United States,6.00E+04,2,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1,
22737,United States,1.40E+05,15,0,1,20,Remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1,
22753,Canada,83333.33333,10,0,1,1.00E+03,Not remote,8,1,0,0,0,1,1,0,0,0,0,0,0,1,
22755,Germany,40860.21505,4,0,1,500,Not remote,9,1,0,1,1,0,0,0,0,1,0,0,0,0,
22765,United Kingdom,36562.5,4,0,0,1.00E+04,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1,
22766,Canada,45454.54545,1,0,0,20,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0,
22790,United States,6.80E+04,4,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
22801,Germany,62903.22581,5,1,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,0,
22817,United States,1.00E+05,3,0,0,20,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,1,
22829,United Kingdom,3.60E+04,2,0,1,1.00E+03,Not remote,7,0,0,1,0,0,0,0,1,0,0,0,0,0,
22831,United States,71500,6,1,1,20,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
22841,United States,8.20E+04,3,1,1,20,Not remote,8,1,1,0,1,0,1,1,0,0,1,0,0,1,
22846,United Kingdom,53750,13,1,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
22848,Canada,60606.06061,9,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,1,1,
22851,Canada,61363.63636,4,0,1,5.00E+03,Not remote,9,0,0,1,1,0,1,0,1,0,0,0,0,0,
22864,United States,1.80E+05,20,0,1,1.00E+03,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
22892,United States,7.80E+04,9,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1,
22898,United States,1.13E+05,4,0,1,1.00E+03,Remote,8,1,0,0,1,0,0,0,0,0,0,0,0,1,
22902,Germany,64516.12903,7,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
22910,United Kingdom,66250,8,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0,
22916,India,8809.279107,4,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
22929,United Kingdom,42500,2,0,1,20,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,1,
22931,United Kingdom,56250,12,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
22934,Germany,75268.8172,10,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
22936,United States,1.30E+05,18,0,1,500,Not remote,7,0,0,1,1,0,1,0,0,0,0,0,0,0,
22938,United States,76500,3,0,1,5.00E+03,Not remote,10,0,0,0,0,0,0,1,0,0,0,0,0,1,
22948,Germany,25806.45161,9,1,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1,
22951,United States,1.25E+05,20,1,1,1.00E+04,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0,
22955,United Kingdom,52500,4,1,1,100,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1,
22965,United States,1.30E+05,20,1,1,1.00E+04,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1,
22966,United Kingdom,44186.25,1,0,1,5.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,1,0,0,
22976,United Kingdom,53750,6,0,1,1.00E+03,Not remote,7,0,1,1,0,1,0,0,0,0,0,1,1,1,
22986,United Kingdom,46250,3,0,1,1.00E+03,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,1,
22989,United States,5.50E+04,1,0,1,1,Not remote,8,0,0,1,0,0,0,0,0,0,0,1,0,0,
22997,United Kingdom,46250,6,0,1,1,Not remote,8,0,1,0,0,0,0,0,0,0,1,0,0,1,
23000,United States,1.20E+05,6,0,1,1.00E+04,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1,
23001,United States,6.00E+04,10,0,0,20,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
23011,Canada,30303.0303,3,1,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,1,1,
23016,United States,67400,1,0,0,100,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1,
23019,India,4404.639554,1,0,0,10,Remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1,
23031,United States,8.50E+04,2,1,1,10,Not remote,4,0,0,0,1,0,0,0,0,0,0,0,0,1,
23034,United Kingdom,47500,5,0,1,1.00E+03,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0,
23036,United States,7.00E+04,1,1,0,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0,
23043,United Kingdom,3.00E+04,3,0,1,20,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,1,1,
23052,United States,9.00E+04,14,1,1,1.00E+03,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0,
23062,United States,8.60E+04,5,1,1,20,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1,
23069,United Kingdom,48125,18,0,0,100,Not remote,5,0,1,0,1,0,0,1,0,0,0,0,1,1,
23078,United Kingdom,43750,7,0,0,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
23079,United Kingdom,31250,3,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
23080,United States,5.00E+04,2,1,1,1.00E+04,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
23083,United Kingdom,41250,2,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
23091,United States,1.20E+05,16,0,0,5.00E+03,Not remote,9,0,1,0,1,0,0,0,0,0,0,0,0,0,
23096,United States,1.80E+05,16,1,1,20,Not remote,9,1,0,0,1,0,0,0,0,0,0,1,0,1,
23100,United States,4.80E+04,2,1,1,5.00E+03,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
23106,United States,4.00E+04,2,1,1,1,Remote,10,0,0,0,0,0,0,1,1,0,0,0,0,1,
23116,United Kingdom,76875,5,0,0,1.00E+03,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1,
23121,Germany,10215.05376,1,1,1,10,Not remote,7,0,0,1,0,0,1,0,0,0,0,0,0,0,
23128,United Kingdom,113750,20,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1,
23136,United States,8.00E+04,18,1,1,1.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
23150,United States,1.00E+05,4,0,1,20,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1,
23152,United States,9.00E+04,3,0,1,20,Remote,8,0,1,1,0,1,0,0,0,0,0,0,0,1,
23156,United States,8.60E+04,20,1,1,5.00E+03,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1,
23172,United States,1.05E+05,5,0,1,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0,
23176,India,35237.11643,10,0,0,20,Not remote,9,0,0,1,0,1,1,0,0,0,1,0,0,0,
23194,Canada,68181.81818,11,1,1,20,Not remote,8,0,0,1,0,0,1,0,0,0,1,0,0,0,
23199,United States,7.00E+04,1,1,1,5.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
23203,United States,7.20E+04,3,0,1,1.00E+04,Not remote,5,1,0,0,1,1,0,0,0,1,0,0,0,1,
23207,United Kingdom,128750,6,1,1,100,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0,
23221,United States,6.50E+04,6,1,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1,
23225,United States,1.10E+05,2,0,1,5.00E+03,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,1,1,
23233,United States,9.00E+04,3,1,1,10,Not remote,9,1,0,0,1,0,0,0,0,0,0,0,0,1,
23239,Canada,64393.93939,1,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
